Unnamed: 0,name,main_category,rating,reviews,categories,address,city,country,state,zipcode,broader_category,Weighted_Score,Weighted_Average,All_Cities,Category,City
2821,Free People of Color Museum,Museum,4.9,192.0,"Museum, Event venue, Wedding venue","Free People of Color Museum, 2336 Esplanade Ave, New Orleans, LA 70119",New-orleans,USA,LA,,Cultural,940.8,4.59,"Asheville, Baton-rouge, Lafayette, Los-angeles, New-orleans, Shreveport",Museum,New-Orleans
2822,Gallier House,Museum,4.8,187.0,"Museum, Historical place museum, History museum, Scenic spot, Tourist attraction","Gallier House, 1132 Royal St, New Orleans, LA 70116",New-orleans,USA,LA,,Cultural,897.6,4.59,"Asheville, Baton-rouge, Lafayette, Los-angeles, New-orleans, Shreveport",Museum,New-Orleans
2823,Witches Brew Gallery & Oddities Shop,Tourist attraction,4.9,181.0,Tourist attraction,"Witches Brew Gallery & Oddities Shop, 311 Exchange Pl, New Orleans, LA 70130",New-orleans,USA,LA,,Entertainment,886.9000000000001,4.46,"Asheville, Baton-rouge, Lafayette, Los-angeles, New-orleans, Shreveport",Tourist Attraction,New-Orleans
2824,New Orleans African American Museum,Museum,4.3,131.0,"Museum, Tourist attraction","New Orleans African American Museum, 1418 Governor Nicholls St, New Orleans, LA 70116",New-orleans,USA,LA,,Cultural,563.3,4.59,"Asheville, Baton-rouge, Lafayette, Los-angeles, New-orleans, Shreveport",Museum,New-Orleans
2825,Fort St. John,Historical landmark,4.4,118.0,"Historical landmark, Tourist attraction","Fort St. John, 6400 Beauregard Ave, New Orleans, LA 70124",New-orleans,USA,LA,,Cultural,519.2,4.59,"Asheville, Baton-rouge, Lafayette, Los-angeles, New-orleans, Shreveport",Historical Landmark,New-Orleans
2826,Le Monde Creole / Insider's French Quarter,Tourist attraction,4.8,77.0,"Tourist attraction, Tour agency, Tour operator","Le Monde Creole / Insider's French Quarter, 606 Royal St, New Orleans, LA 70130",New-orleans,USA,LA,,Entertainment,369.6,4.46,"Asheville, Baton-rouge, Lafayette, Los-angeles, New-orleans, Shreveport",Tourist Attraction,New-Orleans
2827,Tree of Life,Tourist attraction,4.8,1671.0,Tourist attraction,"Tree of Life, East Dr, New Orleans, LA 70118",New-orleans,USA,LA,,Entertainment,8020.799999999999,4.46,"Asheville, Baton-rouge, Lafayette, Los-angeles, New-orleans, Shreveport",Tourist Attraction,New-Orleans
2828,Washington Square,Park,4.4,701.0,"Park, Tourist attraction","Washington Square, 700 Elysian Fields Ave, New Orleans, LA 70117",New-orleans,USA,LA,,Nature,3084.4,4.61,"Asheville, Baton-rouge, Lafayette, Los-angeles, New-orleans, Shreveport",Park,New-Orleans
2829,The Singing Oak,Tourist attraction,4.7,413.0,"Tourist attraction, Park","The Singing Oak, New Orleans, LA 70124",New-orleans,USA,LA,,Entertainment,1941.1,4.46,"Asheville, Baton-rouge, Lafayette, Los-angeles, New-orleans, Shreveport",Tourist Attraction,New-Orleans
2830,Old Ursuline Convent Museum,Museum,4.5,408.0,"Museum, Historical landmark, Historical place museum, Tourist attraction","Old Ursuline Convent Museum, 1100 Chartres St #2505, New Orleans, LA 70116",New-orleans,USA,LA,,Cultural,1836.0,4.59,"Asheville, Baton-rouge, Lafayette, Los-angeles, New-orleans, Shreveport",Museum,New-Orleans
2831,Washington Artillery Park,Park,4.5,345.0,"Park, Tourist attraction","Washington Artillery Park, 768 Decatur St, New Orleans, LA 70116",New-orleans,USA,LA,,Nature,1552.5,4.61,"Asheville, Baton-rouge, Lafayette, Los-angeles, New-orleans, Shreveport",Park,New-Orleans
2832,US Custom House,Historical landmark,4.6,323.0,"Historical landmark, Tourist attraction","US Custom House, 423 Canal St, New Orleans, LA 70130",New-orleans,USA,LA,,Cultural,1485.8,4.59,"Asheville, Baton-rouge, Lafayette, Los-angeles, New-orleans, Shreveport",Historical Landmark,New-Orleans
2833,Brechtel Park,Park,4.1,232.0,"Park, Tourist attraction","Brechtel Park, 4401 Lennox Blvd, New Orleans, LA 70131",New-orleans,USA,LA,,Nature,951.2,4.61,"Asheville, Baton-rouge, Lafayette, Los-angeles, New-orleans, Shreveport",Park,New-Orleans
2834,The Skeleton House,Tourist attraction,4.8,191.0,Tourist attraction,"The Skeleton House, 6000 St Charles Ave, New Orleans, LA 70118",New-orleans,USA,LA,,Entertainment,916.8,4.46,"Asheville, Baton-rouge, Lafayette, Los-angeles, New-orleans, Shreveport",Tourist Attraction,New-Orleans
2835,"Joan of Arc, Maid of Orleans",Historical landmark,4.7,141.0,"Historical landmark, Tourist attraction","Joan of Arc, Maid of Orleans, Place de France, Decatur St, New Orleans, LA 70116",New-orleans,USA,LA,,Cultural,662.7,4.59,"Asheville, Baton-rouge, Lafayette, Los-angeles, New-orleans, Shreveport",Historical Landmark,New-Orleans
2836,Hurricane Katrina Sculpture - House In A Tree,Tourist attraction,4.5,58.0,Tourist attraction,"Hurricane Katrina Sculpture - House In A Tree, 1101 Convention Center Blvd, New Orleans, LA 70130",New-orleans,USA,LA,,Entertainment,261.0,4.46,"Asheville, Baton-rouge, Lafayette, Los-angeles, New-orleans, Shreveport",Tourist Attraction,New-Orleans
2837,The LaBranche House,Historical landmark,4.7,56.0,"Historical landmark, Tourist attraction","The LaBranche House, 700 Royal St, New Orleans, LA 70116",New-orleans,USA,LA,,Cultural,263.2,4.59,"Asheville, Baton-rouge, Lafayette, Los-angeles, New-orleans, Shreveport",Historical Landmark,New-Orleans
2838,Oregon Zoo,Zoo,4.5,21242.0,"Zoo, Environmental organization, Tourist attraction","Oregon Zoo, 4001 SW Canyon Rd, Portland, OR 97221",Portland,USA,OR,,Entertainment,95589.0,4.5,"Orlando, Portland",Zoo,Portland
2839,Washington Park,Park,4.7,15269.0,"Park, Arboretum, Archery range, Garden, Gift shop, Hiking area, Playground, Tourist attraction, Zoo","Washington Park, 4033 SW Canyon Rd, Portland, OR 97221",Portland,USA,OR,,Nature,71764.3,4.73,"Orlando, Portland",Park,Portland
2840,OMSI,Museum,4.5,8316.0,"Museum, Children's museum, Education center, Learning center, Movie theater, Planetarium, Science museum, Summer camp, Technology museum, Tourist attraction","OMSI, 1945 SE Water Ave, Portland, OR 97214",Portland,USA,OR,,Cultural,37422.0,4.5,"Orlando, Portland",Museum,Portland
2841,International Rose Test Garden,Garden,4.8,7695.0,"Garden, Park, Tourist attraction","International Rose Test Garden, 400 SW Kingston Ave, Portland, OR 97205",Portland,USA,OR,,Nature,36936.0,4.73,"Orlando, Portland",Garden,Portland
2842,Portland Japanese Garden,Garden,4.6,6919.0,"Garden, Art gallery, Botanical garden, Cultural center, Education center, Gift shop, Historical landmark, Museum, Tea house, Tourist attraction","Portland Japanese Garden, 611 SW Kingston Ave, Portland, OR 97205",Portland,USA,OR,,Nature,31827.4,4.73,"Orlando, Portland",Garden,Portland
2843,Mt. Tabor Park,Park,4.8,6026.0,"Park, Tourist attraction","Mt. Tabor Park, SE 60th Ave &, SE Salmon St, Portland, OR 97215",Portland,USA,OR,,Nature,28924.8,4.73,"Orlando, Portland",Park,Portland
2844,Portland Art Museum,Art museum,4.6,5473.0,"Art museum, Art gallery, Event venue, Museum, Tourist attraction","Portland Art Museum, 1219 SW Park Ave, Portland, OR 97205",Portland,USA,OR,,Cultural,25175.8,4.5,"Orlando, Portland",Art Museum,Portland
2845,Forest Park,Park,4.8,3480.0,"Park, Tourist attraction","Forest Park, Portland, OR 97231",Portland,USA,OR,,Nature,16704.0,4.73,"Orlando, Portland",Park,Portland
2846,The Grotto,Historical landmark,4.7,2513.0,"Historical landmark, Botanical garden, Catholic church, Gift shop, Place of worship, Shrine, Tourist attraction","The Grotto, 8840 NE Skidmore St, Portland, OR 97220",Portland,USA,NE,,Cultural,11811.1,4.75,"Atlanta, Fort-lauderdale, Lincoln, Miami, Minneapolis, Oklahoma-city, Omaha, Portland, Seattle, Washington-d-c, Wilmington",Historical Landmark,Portland
2847,Rocky Butte Natural Area,Nature preserve,4.6,2437.0,"Nature preserve, Park","Rocky Butte Natural Area, 3102 NE Rocky Butte Rd, Portland, OR 97220",Portland,USA,NE,,Nature,11210.2,4.63,"Atlanta, Fort-lauderdale, Lincoln, Miami, Minneapolis, Oklahoma-city, Omaha, Portland, Seattle, Washington-d-c, Wilmington",Nature Preserve,Portland
2848,Crystal Springs Rhododendron Garden,Garden,4.8,2162.0,"Garden, Tourist attraction","Crystal Springs Rhododendron Garden, 5801 SE 28th Ave, Portland, OR 97202",Portland,USA,OR,,Nature,10377.6,4.73,"Orlando, Portland",Garden,Portland
2849,The Freakybuttrue Peculiarium and Museum,Museum,4.3,1671.0,"Museum, Novelty store, Tourist attraction","The Freakybuttrue Peculiarium and Museum, 2234 NW Thurman St, Portland, OR 97210",Portland,USA,OR,,Cultural,7185.299999999999,4.5,"Orlando, Portland",Museum,Portland
2850,Witch's Castle,Historical landmark,4.3,1037.0,"Historical landmark, Tourist attraction","Witch's Castle, Lower Macleay Trail, Portland, OR 97210",Portland,USA,OR,,Cultural,4459.099999999999,4.5,"Orlando, Portland",Historical Landmark,Portland
2851,Pittock Mansion Park Viewpoint,Scenic spot,4.8,717.0,"Scenic spot, Tourist attraction","Pittock Mansion Park Viewpoint, 3229 NW Pittock Dr, Portland, OR 97210",Portland,USA,OR,,Nature,3441.6,4.73,"Orlando, Portland",Scenic Spot,Portland
2852,Portland Oregon White Stag Sign,Historical landmark,4.5,421.0,"Historical landmark, Tourist attraction","Portland Oregon White Stag Sign, 70 NW Couch St, Portland, OR 97209",Portland,USA,OR,,Cultural,1894.5,4.5,"Orlando, Portland",Historical Landmark,Portland
2853,World Forestry Center,Museum,4.4,391.0,"Museum, Children's museum, Conference center, Education center, Event venue, Non-profit organization, Tourist attraction, Wedding venue","World Forestry Center, 4033 SW Canyon Rd, Portland, OR 97221",Portland,USA,OR,,Cultural,1720.4,4.5,"Orlando, Portland",Museum,Portland
2854,South Waterfront Park,Park,4.5,283.0,"Park, Tourist attraction","South Waterfront Park, 2001 S River Dr, Portland, OR 97201",Portland,USA,OR,,Nature,1273.5,4.73,"Orlando, Portland",Park,Portland
2855,Eastbank Esplanade,Park,4.4,247.0,"Park, Tourist attraction","Eastbank Esplanade, SE Salmon St, Portland, OR 97214",Portland,USA,OR,,Nature,1086.8000000000002,4.73,"Orlando, Portland",Park,Portland
2856,USS Blueback Submarine,Tourist attraction,4.8,238.0,"Tourist attraction, Children's museum, Historical landmark, Military archive, Museum, War museum","USS Blueback Submarine, 1945 SE Water Ave Suite 300, Portland, OR 97214",Portland,USA,OR,,Entertainment,1142.4,4.5,"Orlando, Portland",Tourist Attraction,Portland
2857,Paul Bunyan Statue,Historical landmark,4.6,205.0,"Historical landmark, Tourist attraction","Paul Bunyan Statue, SW corner of, N Denver Ave, Portland, OR 97217",Portland,USA,OR,,Cultural,943.0,4.5,"Orlando, Portland",Historical Landmark,Portland
2858,The Wishing Tree,Tourist attraction,4.6,197.0,Tourist attraction,"The Wishing Tree, 2954 NE 7th Ave, Portland, OR 97212",Portland,USA,NE,,Entertainment,906.2,4.75,"Atlanta, Fort-lauderdale, Lincoln, Miami, Minneapolis, Oklahoma-city, Omaha, Portland, Seattle, Washington-d-c, Wilmington",Tourist Attraction,Portland
2859,Portland Chinatown Museum,Museum,4.9,67.0,"Museum, Art gallery, Art museum, Cultural center, Event venue, Exhibit, Gift shop, History museum, Local history museum, Tourist attraction","Portland Chinatown Museum, 127 NW 3rd Ave, Portland, OR 97209",Portland,USA,OR,,Cultural,328.3,4.5,"Orlando, Portland",Museum,Portland
2860,Pioneer Square,Tourist attraction,4.3,257.0,Tourist attraction,"Pioneer Square, 701 SW 6th Ave #1, 1, OR 97204",Portland,USA,OR,,Entertainment,1105.1,4.5,"Orlando, Portland",Tourist Attraction,Portland
2861,Kansas City Zoo & Aquarium,Zoo,4.6,18523.0,"Zoo, Museum of zoology, Tourist attraction","Kansas City Zoo & Aquarium, 6800 Zoo Dr, Kansas City, MO 64132",Kansas-city,USA,MO,,Entertainment,85205.79999999999,4.57,"Kansas-city, Montgomery, Springfield, St-louis",Zoo,Kansas-City
2862,Worlds of Fun,Theme park,4.2,16444.0,"Theme park, Event venue, Tourist attraction","Worlds of Fun, 4545 Worlds of Fun Ave, Kansas City, MO 64161",Kansas-city,USA,MO,,Entertainment,69064.8,4.57,"Kansas-city, Montgomery, Springfield, St-louis",Theme Park,Kansas-City
2863,The Nelson-Atkins Museum of Art,Art museum,4.8,13214.0,"Art museum, Art gallery, Museum, Tourist attraction","The Nelson-Atkins Museum of Art, 4525 Oak St, Kansas City, MO 64111",Kansas-city,USA,MO,,Cultural,63427.2,4.71,"Kansas-city, Montgomery, Springfield, St-louis",Art Museum,Kansas-City
2864,Union Station Kansas City,Historical landmark,4.7,9465.0,"Historical landmark, Movie theater, Museum, Planetarium, Railway services, Science museum, Tourist attraction","Union Station Kansas City, 30 W Pershing Rd, Kansas City, MO 64108",Kansas-city,USA,MO,,Cultural,44485.5,4.71,"Kansas-city, Montgomery, Springfield, St-louis",Historical Landmark,Kansas-City
2865,SEA LIFE Kansas City,Aquarium,4.3,3700.0,"Aquarium, Tourist attraction","SEA LIFE Kansas City, 2475 Grand Blvd, Kansas City, MO 64108",Kansas-city,USA,MO,,Entertainment,15910.0,4.57,"Kansas-city, Montgomery, Springfield, St-louis",Aquarium,Kansas-City
2866,Arabia Steamboat Museum,Museum,4.7,3037.0,"Museum, History museum, Local history museum, Tourist attraction","Arabia Steamboat Museum, 400 Grand Blvd, Kansas City, MO 64106",Kansas-city,USA,MO,,Cultural,14273.9,4.71,"Kansas-city, Montgomery, Springfield, St-louis",Museum,Kansas-City
2867,Negro Leagues Baseball Museum,History museum,4.8,2969.0,"History museum, Tourist attraction","Negro Leagues Baseball Museum, 1616 E 18th St, Kansas City, MO 64108",Kansas-city,USA,MO,,Cultural,14251.2,4.71,"Kansas-city, Montgomery, Springfield, St-louis",History Museum,Kansas-City
2868,Berkley Riverfront,Park,4.6,2762.0,"Park, Tourist attraction","Berkley Riverfront, 1298 River Front Dr, Kansas City, MO 64120",Kansas-city,USA,MO,,Nature,12705.2,4.71,"Kansas-city, Montgomery, Springfield, St-louis",Park,Kansas-City
2869,Kemper Museum of Contemporary Art,Art museum,4.6,1217.0,"Art museum, Museum, Tourist attraction","Kemper Museum of Contemporary Art, 4420 Warwick Blvd, Kansas City, MO 64111",Kansas-city,USA,MO,,Cultural,5598.2,4.71,"Kansas-city, Montgomery, Springfield, St-louis",Art Museum,Kansas-City
2870,The National Museum of Toys and Miniatures,Museum,4.8,1058.0,"Museum, Art museum, History museum, National museum, Non-profit organization, Tourist attraction","The National Museum of Toys and Miniatures, 5235 Oak St, Kansas City, MO 64112",Kansas-city,USA,MO,,Cultural,5078.4,4.71,"Kansas-city, Montgomery, Springfield, St-louis",Museum,Kansas-City
2871,Lakeside Nature Center,Nature preserve,4.7,930.0,"Nature preserve, Tourist attraction, Wildlife rescue service","Lakeside Nature Center, 4701 E Gregory Blvd, Kansas City, MO 64132",Kansas-city,USA,MO,,Nature,4371.0,4.71,"Kansas-city, Montgomery, Springfield, St-louis",Nature Preserve,Kansas-City
2872,Swope Park,Park,4.5,899.0,"Park, Tourist attraction","Swope Park, 3999 Swope Pkwy &, 3999 E Meyer Blvd, Kansas City, MO 64132",Kansas-city,USA,MO,,Nature,4045.5,4.71,"Kansas-city, Montgomery, Springfield, St-louis",Park,Kansas-City
2873,Cave Spring Park,Park,4.6,748.0,"Park, Tourist attraction","Cave Spring Park, 8701 E Gregory Blvd, Kansas City, MO 64133",Kansas-city,USA,MO,,Nature,3440.8,4.71,"Kansas-city, Montgomery, Springfield, St-louis",Park,Kansas-City
2874,Kaw Point Park,Park,4.4,740.0,"Park, Tourist attraction","Kaw Point Park, 1403 Fairfax Trafficway, Kansas City, KS 66115",Kansas-city,USA,KS,,Nature,3256.0000000000005,4.4,Kansas-city,Park,Kansas-City
2875,Johnson County Museum,Museum,4.7,661.0,"Museum, Tourist attraction","Johnson County Museum, 8788 Metcalf Ave, Overland Park, KS 66212",Kansas-city,USA,KS,,Cultural,3106.7000000000003,4.64,Kansas-city,Museum,Kansas-City
2876,Money Museum,Museum,4.6,581.0,"Museum, Tourist attraction","Money Museum, 1 Memorial Dr, Kansas City, MO 64198",Kansas-city,USA,MO,,Cultural,2672.6,4.71,"Kansas-city, Montgomery, Springfield, St-louis",Museum,Kansas-City
2877,Vaile Mansion,Museum,4.6,565.0,"Museum, Historical place, Tourist attraction","Vaile Mansion, 1500 N Liberty St, Independence, MO 64050",Kansas-city,USA,MO,,Cultural,2599.0,4.71,"Kansas-city, Montgomery, Springfield, St-louis",Museum,Kansas-City
2878,American Jazz Museum,Museum,4.6,552.0,"Museum, Arts organization, Gift shop, History museum, Live music venue, Tourist attraction","American Jazz Museum, 1616 E 18th St, Kansas City, MO 64108",Kansas-city,USA,MO,,Cultural,2539.2,4.71,"Kansas-city, Montgomery, Springfield, St-louis",Museum,Kansas-City
2879,Kansas City Museum,History museum,4.6,489.0,"History museum, Museum, Tourist attraction","Kansas City Museum, 3218 Gladstone Blvd, Kansas City, MO 64123",Kansas-city,USA,MO,,Cultural,2249.4,4.71,"Kansas-city, Montgomery, Springfield, St-louis",History Museum,Kansas-City
2880,Harry S. Truman Presidential Library & Museum,Museum,4.8,460.0,"Museum, Library, Tourist attraction","Harry S. Truman Presidential Library & Museum, 500 W US Hwy 24, Independence, MO 64050",Kansas-city,USA,MO,,Cultural,2208.0,4.71,"Kansas-city, Montgomery, Springfield, St-louis",Museum,Kansas-City
2881,The College Basketball Experience,Tourist attraction,4.6,317.0,"Tourist attraction, Museum","The College Basketball Experience, 1401 Grand Blvd, Kansas City, MO 64106",Kansas-city,USA,MO,,Entertainment,1458.1999999999998,4.57,"Kansas-city, Montgomery, Springfield, St-louis",Tourist Attraction,Kansas-City
2882,National Frontier Trails Museum,History museum,4.5,294.0,"History museum, Tourist attraction","National Frontier Trails Museum, 416 W Maple Ave, Independence, MO 64050",Kansas-city,USA,MO,,Cultural,1323.0,4.71,"Kansas-city, Montgomery, Springfield, St-louis",History Museum,Kansas-City
2883,TWA Museum,Museum,4.7,287.0,"Museum, Tourist attraction","Twa Museum, 10 Richards Rd #110, Kansas City, MO 64116",Kansas-city,USA,MO,,Cultural,1348.9,4.71,"Kansas-city, Montgomery, Springfield, St-louis",Museum,Kansas-City
2884,Hallmark Visitors Center,Museum,4.7,282.0,Museum,"Hallmark Visitors Center, 2450 Grand Blvd, Kansas City, MO 64108",Kansas-city,USA,MO,,Cultural,1325.4,4.71,"Kansas-city, Montgomery, Springfield, St-louis",Museum,Kansas-City
2885,Bruce R Watkins Cultural Center,Museum,4.7,279.0,"Museum, Museum of zoology, Tourist attraction","Bruce R Watkins Cultural Center, 3700 Blue Pkwy, Kansas City, MO 64130",Kansas-city,USA,MO,,Cultural,1311.3,4.71,"Kansas-city, Montgomery, Springfield, St-louis",Museum,Kansas-City
2886,Strawberry Hill Museum & Center,Museum,4.5,168.0,"Museum, Shopfitter, Tourist attraction","Strawberry Hill Museum & Center, 720 N 4th St, Kansas City, KS 66101",Kansas-city,USA,KS,,Cultural,756.0,4.64,Kansas-city,Museum,Kansas-City
2887,Rage KC!,Tourist attraction,5.0,149.0,Tourist attraction,"Rage KC!, 1524 Charlotte St, Kansas City, MO 64108",Kansas-city,USA,MO,,Entertainment,745.0,4.57,"Kansas-city, Montgomery, Springfield, St-louis",Tourist Attraction,Kansas-City
2888,Grinter Place State Historic Site,Historical place museum,4.5,131.0,"Historical place museum, Historical place, Museum, Tourist attraction","Grinter Place State Historic Site, 1420 S 78 St, Kansas City, KS 66111",Kansas-city,USA,KS,,Cultural,589.5,4.64,Kansas-city,Historical Place Museum,Kansas-City
2889,The John Wornall House Museum,Museum,4.6,125.0,"Museum, Tourist attraction","The John Wornall House Museum, 6115 Wornall Rd, Kansas City, MO 64113",Kansas-city,USA,MO,,Cultural,575.0,4.71,"Kansas-city, Montgomery, Springfield, St-louis",Museum,Kansas-City
2890,William M. Klein Park,Park,4.5,109.0,"Park, Tourist attraction","William M. Klein Park, 8701 E Gregory Blvd, Kansas City, MO 64133",Kansas-city,USA,MO,,Nature,490.5,4.71,"Kansas-city, Montgomery, Springfield, St-louis",Park,Kansas-City
2891,Cliff Drive Scenic Byway,Scenic spot,4.2,55.0,"Scenic spot, Tourist attraction","Cliff Drive Scenic Byway, Cliff Dr, Kansas City, MO 64123",Kansas-city,USA,MO,,Nature,231.0,4.71,"Kansas-city, Montgomery, Springfield, St-louis",Scenic Spot,Kansas-City
2892,The Colonnade,Historical landmark,4.5,51.0,"Historical landmark, Tourist attraction","The Colonnade, The Colonnade @ Concourse Park, 200 Benton Blvd, Kansas City, MO 64123",Kansas-city,USA,MO,,Cultural,229.5,4.71,"Kansas-city, Montgomery, Springfield, St-louis",Historical Landmark,Kansas-City
2893,Kansas City Workhouse,Historical landmark,4.4,413.0,"Historical landmark, Castle, Tourist attraction","Kansas City Workhouse, 2001 Vine St, Kansas City, MO 64108",Kansas-city,USA,MO,,Cultural,1817.2,4.71,"Kansas-city, Montgomery, Springfield, St-louis",Historical Landmark,Kansas-City
2894,City Market Park,Park,4.6,209.0,"Park, Tourist attraction","City Market Park, 300-398 Main St, Kansas City, MO 64152",Kansas-city,USA,MO,,Nature,961.4,4.71,"Kansas-city, Montgomery, Springfield, St-louis",Park,Kansas-City
