Unnamed: 0,name,main_category,rating,reviews,categories,address,city,country,state,zipcode,broader_category,Weighted_Score,Weighted_Average,All_Cities,Category,City
4193,Shri Dukh Bhanjani Beri Sahib,Gurudwara,4.8,250.0,"Gurudwara, Historical landmark, Tourist attraction","JV9G+WW3 Shri Dukh Bhanjani Beri Sahib, Atta Mandi, Katra Ahluwalia, Amritsar, Amritsar Cantt., Punjab 143006",Ambarsar,India,Punjab,143006.0,Religious,1200.0,4.9,"Ambarsar, Amritsar, Anandpur, Dehli, Mohali",Gurudwara,Ambarsar
4194,Central Sikh Museum,Heritage museum,4.7,403.0,"Heritage museum, Tourist attraction","Central Sikh Museum, Golden Temple Rd, Atta Mandi, Katra Ahluwalia, Amritsar Cantt., Punjab 143006",Ambarsar,India,Punjab,143006.0,Cultural,1894.1,4.51,"Ambarsar, Amritsar, Anandpur, Dehli, Mohali",Heritage Museum,Ambarsar
4195,"Saragarhi Memorial Gurudwara - Amritsar, Punjab, India",Gurudwara,4.7,296.0,Gurudwara,"JVFH+PH2 Saragarhi Memorial Gurudwara - Amritsar, Punjab, Katra Ahluwalia, Amritsar, Amritsar Cantt., Punjab 143006",Ambarsar,India,Punjab,143006.0,Religious,1391.2,4.9,"Ambarsar, Amritsar, Anandpur, Dehli, Mohali",Gurudwara,Ambarsar
4196,Gurudwara Sri Amb Sahib,Gurudwara,4.8,7200.0,"Gurudwara, Religious destination, Tourist attraction","Gurudwara Sri Amb Sahib, Mohali Stadium Rd, Sector 62, Sahibzada Ajit Singh Nagar, Lamba, Punjab 160062",Mohali,India,Punjab,160062.0,Religious,34560.0,4.9,"Ambarsar, Amritsar, Anandpur, Dehli, Mohali",Gurudwara,Mohali
4197,Leisure Valley,Park,4.4,4490.0,"Park, Tourist attraction","Leisure Valley, 10B, Sector 10B, Chandigarh, 160011",Mohali,India,Chandigarh,160011.0,Nature,19756.0,4.37,"Chandigarh, Mohali",Park,Mohali
4198,Sukhna Wildlife Sanctuary,Nature preserve,4.4,1676.0,"Nature preserve, Tourist attraction","QVF4+5VC Sukhna Wildlife Sanctuary, North-East Of Sukhna Lake, Chandigarh, Manakpur Kholgaman",Mohali,India,Chandigarh,,Nature,7374.400000000001,4.37,"Chandigarh, Mohali",Nature Preserve,Mohali
4199,Topiary Park,Park,4.2,1626.0,"Park, Tourist attraction","Topiary Park, Sub. City Center, Sector 35A, Chandigarh, 160035",Mohali,India,Chandigarh,160035.0,Nature,6829.200000000001,4.37,"Chandigarh, Mohali",Park,Mohali
4200,Japanese Garden,Park,4.2,11500.0,"Park, Education center, Middle school","PQ3M+RP6 Japanese Garden, near Japanese Park, Sector 31 A, Sector 31, Chandigarh, 160030",Mohali,India,Chandigarh,160030.0,Nature,48300.0,4.37,"Chandigarh, Mohali",Park,Mohali
4201,Garden of Silence,Garden,4.5,6316.0,"Garden, Theme park, Tourist attraction","Garden of Silence, 5, Lake Walking Way, Kishangarh, Chandigarh, 160101",Mohali,India,Chandigarh,160101.0,Nature,28422.0,4.37,"Chandigarh, Mohali",Garden,Mohali
4202,Rose Garden,Park,4.4,5342.0,"Park, Tourist attraction","PP6C+R8Q Rose Garden, Phase 3B-1, Sector 60, Sahibzada Ajit Singh Nagar, Punjab 160059",Mohali,India,Punjab,160059.0,Nature,23504.800000000003,4.36,"Ambarsar, Amritsar, Anandpur, Dehli, Mohali",Park,Mohali
4203,Silvi Park,Park,4.4,4774.0,"Park, Tourist attraction","Silvi Park, 118, Mohali Stadium Rd, Phase 10, Sector 64, Sahibzada Ajit Singh Nagar, Punjab 160062",Mohali,India,Punjab,160062.0,Nature,21005.6,4.36,"Ambarsar, Amritsar, Anandpur, Dehli, Mohali",Park,Mohali
4204,Bougainvillea Park,Park,4.4,1875.0,"Park, Tourist attraction","QQ5W+4MV Bougainvillea Park, 3B, Sector 3, Chandigarh, 160001",Mohali,India,Chandigarh,160001.0,Nature,8250.0,4.37,"Chandigarh, Mohali",Park,Mohali
4205,Butterfly Park,Park,4.1,1605.0,"Park, Tourist attraction","PRH6+R6J Butterfly Park, Sector 26, Chandigarh, 160019",Mohali,India,Chandigarh,160019.0,Nature,6580.499999999999,4.37,"Chandigarh, Mohali",Park,Mohali
4206,Leisure Valley Park Mohali,Park,4.5,965.0,Park,"Leisure Valley Park Mohali, 72, Jail Rd, Industrial Area Mohali Phase 9, Sahibzada Ajit Singh Nagar, Lamba, Punjab 160062",Mohali,India,Punjab,160062.0,Nature,4342.5,4.36,"Ambarsar, Amritsar, Anandpur, Dehli, Mohali",Park,Mohali
4207,Eiffel Tower Replica,Garden,4.1,803.0,Garden,"Eiffel Tower Replica, Leisure Valley, 10C, Sector 10C, Chandigarh, 160011",Mohali,India,Chandigarh,160011.0,Nature,3292.3,4.37,"Chandigarh, Mohali",Garden,Mohali
4208,Hibiscus Garden,Garden,4.4,384.0,"Garden, Tourist attraction","Hibiscus Garden, Hibiscus Garden Rd, 36A, Sector 36, Chandigarh, 160036",Mohali,India,Chandigarh,160036.0,Nature,1689.6,4.37,"Chandigarh, Mohali",Garden,Mohali
4209,Mandir Park,Park,4.6,363.0,Park,"PPCC+3MH Mandir Park, Phase 4, Sector 59, Sahibzada Ajit Singh Nagar, Punjab 160059",Mohali,India,Punjab,160059.0,Nature,1669.8,4.36,"Ambarsar, Amritsar, Anandpur, Dehli, Mohali",Park,Mohali
4210,park sec 80,Park,4.2,284.0,Park,"MP97+XRP park sec 80, Sector 80, Sahibzada Ajit Singh Nagar, Punjab 140308",Mohali,India,Punjab,140308.0,Nature,1192.8,4.36,"Ambarsar, Amritsar, Anandpur, Dehli, Mohali",Park,Mohali
4211,Freedom Fighters Park,Park,4.1,121.0,Park,"Freedom Fighters Park, Mohali Stadium Road, 538, Mohali Pind Rd, Phase 3 A, Sector 53, Sahibzada Ajit Singh Nagar, Punjab 160059",Mohali,India,Punjab,160059.0,Nature,496.1,4.36,"Ambarsar, Amritsar, Anandpur, Dehli, Mohali",Park,Mohali
4212,Tank Monument,Monument,4.3,76.0,"Monument, Tourist attraction","PQXP+RPR Tank Monument, 10C, Sector 10, Chandigarh, 160011",Mohali,India,Chandigarh,160011.0,Cultural,326.8,4.41,"Chandigarh, Mohali",Monument,Mohali
4213,Shri Kamakshi Temple,Hindu temple,4.8,3380.0,"Hindu temple, Place of worship, Tourist attraction","82CM+8JJ Shri Kamakshi Temple, Shiroda, Goa 403103",Madgaon,India,Goa,403103.0,Religious,16224.0,4.54,"Ambarsar, Amritsar, Goa, Madgaon, Marmagao, Panaji",Hindu Temple,Madgaon
4214,Our Lady of Grace Church,Catholic church,4.5,1414.0,"Catholic church, Tourist attraction","7XF5+9HM Our Lady of Grace Church, Isidorio Baptista Rd, Pajifond, Madgaon, Goa 403601",Madgaon,India,Goa,403601.0,Religious,6363.0,4.54,"Ambarsar, Amritsar, Goa, Madgaon, Marmagao, Panaji",Catholic Church,Madgaon
4215,Palacio do Deao,Heritage building,4.6,817.0,"Heritage building, Fast food restaurant, Historical place museum, Tourist attraction","Palacio do Deao, Church, Opposite Holy Cross, Quepem, Goa 403705",Madgaon,India,Goa,403705.0,Cultural,3758.2,4.25,"Ambarsar, Amritsar, Goa, Madgaon, Marmagao, Panaji",Heritage Building,Madgaon
4216,St. Sebastian Church,Church,4.4,311.0,"Church, Tourist attraction","St. Sebastian Church, Aquem Alto Rd, Near Railway Station, Aquem, Madgaon, Goa 403601",Madgaon,India,Goa,403601.0,Religious,1368.4,4.54,"Ambarsar, Amritsar, Goa, Madgaon, Marmagao, Panaji",Church,Madgaon
4217,Big Foot Goa,Museum,4.1,7491.0,"Museum, Art gallery, Tourist attraction","Big Foot Goa, Cross Museum, Main Road, Salcete District, Loutolim, Goa 403718",Madgaon,India,Goa,403718.0,Cultural,30713.1,4.25,"Ambarsar, Amritsar, Goa, Madgaon, Marmagao, Panaji",Museum,Madgaon
4218,Shree Damodar Temple,Hindu temple,4.6,563.0,"Hindu temple, Tourist attraction","7XQ7+X79 Shree Damodar Temple, Fatorda, Madgaon, Goa 403602",Madgaon,India,Goa,403602.0,Religious,2589.8,4.54,"Ambarsar, Amritsar, Goa, Madgaon, Marmagao, Panaji",Hindu Temple,Madgaon
4219,SGPDA Joggers Park,Park,4.1,336.0,Park,"7XQ7+65C SGPDA Joggers Park, Fatorda, Madgaon, Goa 403602",Madgaon,India,Goa,403602.0,Nature,1377.6,4.44,"Ambarsar, Amritsar, Goa, Madgaon, Marmagao, Panaji",Park,Madgaon
4220,Shri Damodar Sal,Hindu temple,4.7,231.0,"Hindu temple, Tourist attraction","7XJ4+4Q9 Shri Damodar Sal, Comba, Madgaon, Goa 403601",Madgaon,India,Goa,403601.0,Religious,1085.7,4.54,"Ambarsar, Amritsar, Goa, Madgaon, Marmagao, Panaji",Hindu Temple,Madgaon
4221,Rachol Historical Fort Gate,Fortress,4.4,228.0,"Fortress, Tourist attraction","Rachol Historical Fort Gate, Fr. Agnelo Rd, Rachol, Goa 403719",Madgaon,India,Goa,403719.0,Cultural,1003.2,4.25,"Ambarsar, Amritsar, Goa, Madgaon, Marmagao, Panaji",Fortress,Madgaon
4222,Amber Palace,Castle,4.6,155610.0,"Castle, Fortress, Tourist attraction","Amber Palace, Devisinghpura, Amer, Jaipur, Rajasthan 302001",Jaipur,India,Rajasthan,302001.0,Cultural,715806.0,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Castle,Jaipur
4223,Hawa Mahal,Castle,4.5,134902.0,"Castle, Fortress, Tourist attraction","Hawa Mahal, Hawa Mahal Rd, Badi Choupad, J.D.A. Market, Pink City, Jaipur, Rajasthan 302002",Jaipur,India,Rajasthan,302002.0,Cultural,607059.0,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Castle,Jaipur
4224,Nahargarh Fort,Historical landmark,4.5,67140.0,Historical landmark,"Nahargarh Fort, Krishna Nagar, Brahampuri, Jaipur, Rajasthan 302007",Jaipur,India,Rajasthan,302007.0,Cultural,302130.0,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Historical Landmark,Jaipur
4225,Albert Hall Museum,Museum,4.5,63412.0,Museum,"Albert Hall Museum, Ram Niwas Garden, Ashok Nagar, Jaipur, Rajasthan 302007",Jaipur,India,Rajasthan,302007.0,Cultural,285354.0,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Museum,Jaipur
4226,Moti Dungri Ganesh Ji Temple,Hindu temple,4.8,33431.0,"Hindu temple, Tourist attraction","Moti Dungri Ganesh Ji Temple, Jawahar Lal Nehru Marg, near Birla Temple, Tilak Nagar, Jaipur, Rajasthan 302004",Jaipur,India,Rajasthan,302004.0,Religious,160468.8,4.67,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Hindu Temple,Jaipur
4227,Jal Mahal,Historical landmark,4.2,32677.0,"Historical landmark, Tourist attraction","Jal Mahal, Amer, Jaipur, Rajasthan 302002",Jaipur,India,Rajasthan,302002.0,Cultural,137243.4,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Historical Landmark,Jaipur
4228,Jaigarh Fort,Historical place museum,4.5,28519.0,"Historical place museum, Fortress, Historical place, Tourist attraction","Jaigarh Fort, Devisinghpura, Amer, Jaipur, Rajasthan 302028",Jaipur,India,Rajasthan,302028.0,Cultural,128335.5,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Historical Place Museum,Jaipur
4229,Sisodia Rani ka Bagh,Garden,4.3,5083.0,"Garden, Monument, Tourist attraction","VVX5+QF9 Sisodia Rani ka Bagh, Agra Rd, Ghat Ki Guni, Jaipur, Rajasthan 302023",Jaipur,India,Rajasthan,302023.0,Nature,21856.9,4.38,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Garden,Jaipur
4230,Jaipur Wax Museum Nahargarh Fort,Museum,4.4,2901.0,"Museum, Tourist attraction, Wax museum","Jaipur Wax Museum Nahargarh Fort, Nahargarh Fort Amer Road Near Jal Mahal, Jaipur, Rajasthan 302001",Jaipur,India,Rajasthan,302001.0,Cultural,12764.4,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Museum,Jaipur
4231,SHRI GARH GANESH Ji TEMPLE,Hindu temple,4.8,2744.0,"Hindu temple, Hiking area, Tourist attraction","WRWH+26M SHRI GARH GANESH Ji TEMPLE, Mount Rd, Near Gatore Ki Chhatriyan, Krishna Nagar, Brahampuri, Jaipur, Rajasthan 302002",Jaipur,India,Rajasthan,302002.0,Religious,13171.2,4.67,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Hindu Temple,Jaipur
4232,Sun Temple,Hindu temple,4.6,724.0,"Hindu temple, Tourist attraction","Sun Temple, Galta Gate, Lal Dungri, Jaipur, Rajasthan 302003",Jaipur,India,Rajasthan,302003.0,Religious,3330.4,4.67,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Hindu Temple,Jaipur
4233,Dolls Museum,Museum,4.3,528.0,"Museum, Tourist attraction","Dolls Museum, Trimurti Circle, Jawahar Lal Nehru Marg, Near Trimurti Circle, Gangawal Park, Adarsh Nagar, Jaipur, Rajasthan 302004",Jaipur,India,Rajasthan,302004.0,Cultural,2270.4,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Museum,Jaipur
4234,Galta Gate,Hindu temple,4.3,515.0,"Hindu temple, Historical landmark, Tourist attraction","WR9X+6GV Galta Gate, Galta get gordhanpuri colony, Rajasthan 302003",Jaipur,India,Rajasthan,302003.0,Religious,2214.5,4.67,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Hindu Temple,Jaipur
4235,Amrapali Museum,Art museum,4.4,287.0,"Art museum, Museum, Tourist attraction","Ground Floor, K, Amrapali Museum, 14/B, Ashok Marg, Panch Batti, C Scheme, Ashok Nagar, Jaipur, Rajasthan 302001",Jaipur,India,Rajasthan,302001.0,Cultural,1262.8000000000002,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Art Museum,Jaipur
4236,Maharaja Sawai Man Singh II Museum,Museum,4.5,278.0,"Museum, Tourist attraction","Maharaja Sawai Man Singh II Museum, The City Palace, 221, Tripolia Bazar Road, Gangori Bazaar, J.D.A. Market, Kanwar Nagar, Jaipur, Rajasthan 302002",Jaipur,India,Rajasthan,302002.0,Cultural,1251.0,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Museum,Jaipur
4237,Arjuna Statue,Monument,4.7,169.0,"Monument, Tourist attraction","Arjuna Statue, SB-58, Sawai Mansingh Rd, Jaipur Nagar Nigam, Bapu Nagar, Jaipur, Rajasthan 302015",Jaipur,India,Rajasthan,302015.0,Cultural,794.3000000000001,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Monument,Jaipur
4238,Jantar Mantar - Jaipur,Observatory,4.5,37671.0,"Observatory, Tourist attraction","Jantar Mantar - Jaipur, Gangori Bazaar, J.D.A. Market, Pink City, Jaipur, Rajasthan 302002",Jaipur,India,Rajasthan,302002.0,Nature,169519.5,4.38,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Observatory,Jaipur
4239,Jai Niwas Garden,Garden,4.4,25665.0,"Garden, Park, Tourist attraction","Jai Niwas Garden, B-91, Rajamal Ka Talab Rd, Gangori Bazaar, J.D.A. Market, Kanwar Nagar, Jaipur, Rajasthan 302002",Jaipur,India,Rajasthan,302002.0,Nature,112926.0,4.38,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Garden,Jaipur
4240,Shree Akshardham Temple,Hindu temple,4.7,14648.0,"Hindu temple, Tourist attraction","WP2R+V6Q Shree Akshardham Temple, Vidyut Nagar, Vaishali Nagar, Chitrakoot, Jaipur, Rajasthan 302021",Jaipur,India,Rajasthan,302021.0,Religious,68845.6,4.67,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Hindu Temple,Jaipur
4241,Smriti Van,Wildlife park,4.4,6667.0,"Wildlife park, Tourist attraction","VRF6+CQX Smriti Van, Jawahar Lal Nehru Marg, Jhalana Doongri, Jaipur, Rajasthan 302004",Jaipur,India,Rajasthan,302004.0,Nature,29334.800000000003,4.38,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Wildlife Park,Jaipur
4242,Jaldhara,Park,4.1,6309.0,"Park, Tourist attraction","VR95+X67 Jal Dhara, Jawahar Lal Nehru Marg, Near Shiksha Sankul Gate, Mahesh Nagar Phatak, Bajaj Nagar, Jaipur, Rajasthan 302015",Jaipur,India,Rajasthan,302015.0,Nature,25866.9,4.38,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Park,Jaipur
4243,Tripolia Gate,Historical landmark,4.4,6256.0,"Historical landmark, Tourist attraction","Tripolia Gate, Tripolia Bazar, Badi Choupad, J.D.A. Market, Pink City, Jaipur, Rajasthan 302002",Jaipur,India,Rajasthan,302002.0,Cultural,27526.4,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Historical Landmark,Jaipur
4244,Isarlat Sargasooli,Monument,4.5,6155.0,"Monument, Tourist attraction","WRFC+Q8G Isarlat Sargasooli, Aatish Market, Gangori Bazaar, J.D.A. Market, Kanwar Nagar, Jaipur, Rajasthan 302002",Jaipur,India,Rajasthan,302002.0,Cultural,27697.5,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Monument,Jaipur
4245,Ramniwas Bagh,Park,4.4,5637.0,"Park, Tourist attraction","Ramniwas Bagh, Jawahar Lal Nehru Marg, near albert hall, Ram Niwas Garden, Adarsh Nagar, Jaipur, Rajasthan 302001",Jaipur,India,Rajasthan,302001.0,Nature,24802.800000000003,4.38,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Park,Jaipur
4246,Kanak Vrindavan Park,Park,4.2,3788.0,"Park, Tourist attraction","XR7X+CFR Kanak Vrindavan Park, Amer Rd, Jal Mahal, Amer, Jaipur, Rajasthan 302002",Jaipur,India,Rajasthan,302002.0,Nature,15909.6,4.38,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Park,Jaipur
4247,Deer Park,Park,4.4,990.0,"Park, Tourist attraction","WQ3X+W58 Deer Park, Yudhister Marg, C Scheme, Ashok Nagar, Jaipur, Rajasthan 302001",Jaipur,India,Rajasthan,302001.0,Nature,4356.0,4.38,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Park,Jaipur
4248,Vidyadhar Bagh,Park,4.3,975.0,Park,"VVX3+WC9 Vidyadhar Bagh, Ghat Ki Guni, Jaipur, Rajasthan 302017",Jaipur,India,Rajasthan,302017.0,Nature,4192.5,4.38,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Park,Jaipur
4249,Moti Doongri Fort,Fortress,4.6,884.0,"Fortress, Tourist attraction","VRV8+8PR Moti Doongri Fort, near Birla Mandir, Jaipur, Tilak Nagar, Jaipur, Rajasthan 302004",Jaipur,India,Rajasthan,302004.0,Cultural,4066.4,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Fortress,Jaipur
4250,Jaipur Park,Park,4.4,815.0,"Park, Tourist attraction","Jaipur Park, Raghunathgarh, Jaipur, Rajasthan 302003",Jaipur,India,Rajasthan,302003.0,Nature,3586.0000000000005,4.38,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Park,Jaipur
4251,Amer Stepwell,Historical landmark,4.4,738.0,"Historical landmark, Tourist attraction","XVR2+9GR Amer Stepwell, Near Kheri Gate, Amer, Jaipur, Rajasthan 302028",Jaipur,India,Rajasthan,302028.0,Cultural,3247.2000000000003,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Historical Landmark,Jaipur
4252,Shri Jagat Shiromani ji Temple,Hindu temple,4.8,578.0,"Hindu temple, Tourist attraction","XVQ2+JGC Shri Jagat Shiromani ji Temple, 6, Sagar Rd, Devisinghpura, Amer, Jaipur, Rajasthan 302028",Jaipur,India,Rajasthan,302028.0,Religious,2774.4,4.67,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Hindu Temple,Jaipur
4253,Amber fort,Historical landmark,4.6,390.0,"Historical landmark, Tourist attraction","XVP2+G82 Amber fort, Devisinghpura, Ganpati Nagar, Jaipur, Rajasthan 303902",Jaipur,India,Rajasthan,303902.0,Cultural,1793.9999999999998,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Historical Landmark,Jaipur
4254,Amber Fort View,Historical landmark,4.7,159.0,"Historical landmark, Tourist attraction","XVV5+PGM Amber Fort View, Amer, Jaipur, Rajasthan 302028",Jaipur,India,Rajasthan,302028.0,Cultural,747.3000000000001,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Historical Landmark,Jaipur
4255,Sawai Man Singh Statue,Historical landmark,4.7,143.0,"Historical landmark, Tourist attraction","WR7C+G2M Sawai Man Singh Statue, Ram Niwas Garden, Kailash Puri, Adarsh Nagar, Jaipur, Rajasthan 302007",Jaipur,India,Rajasthan,302007.0,Cultural,672.1,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Historical Landmark,Jaipur
4256,Chandra Mahal,Historical landmark,4.4,115.0,"Historical landmark, Tourist attraction","WRGF+RC2 Chandra Mahal, Agra Rd, Gangori Bazaar, J.D.A. Market, Pink City, Jaipur, Rajasthan 302002",Jaipur,India,Rajasthan,302002.0,Cultural,506.00000000000006,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Historical Landmark,Jaipur
4257,Watch Tower,Historical landmark,4.7,56.0,"Historical landmark, Tourist attraction","XRRX+7G7 Watch Tower, Amer, Jaipur, Rajasthan 302028",Jaipur,India,Rajasthan,302028.0,Cultural,263.2,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Historical Landmark,Jaipur
4258,Gau Ghat,Hindu temple,4.5,1692.0,"Hindu temple, Tourist attraction","FHQ3+C6R Gau Ghat, Main Market Rd, Badi Basti, Pushkar, Rajasthan 305022",Pushkar,India,Rajasthan,305022.0,Religious,7614.0,4.67,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Hindu Temple,Pushkar
4259,"Jagatpita Shri Brahma Mandir, Pushkar",Hindu temple,4.6,29279.0,"Hindu temple, Jain temple, Tourist attraction","Jagatpita Shri Brahma Mandir, Pushkar, Brahma Temple Rd, Pushkar, Rajasthan 305022",Pushkar,India,Rajasthan,305022.0,Religious,134683.4,4.67,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Hindu Temple,Pushkar
4260,Savitri Mata Temple,Hindu temple,4.6,4328.0,"Hindu temple, Hiking area, Religious destination, Tourist attraction","FGJW+C4J Savitri Mata Temple, Kharekhari Rd, Ganahera, Pushkar, Rajasthan 305022",Pushkar,India,Rajasthan,305022.0,Religious,19908.8,4.67,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Hindu Temple,Pushkar
4261,Rangji Temple,Hindu temple,4.6,328.0,"Hindu temple, Tourist attraction","FHR4+44Q Rangji Temple, Pushkar, Rajasthan 305022",Pushkar,India,Rajasthan,305022.0,Religious,1508.8,4.67,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Hindu Temple,Pushkar
4262,Varaha Temple,Hindu temple,4.3,314.0,"Hindu temple, Tourist attraction","FHR4+8RH Varaha Temple, in front of new bus stand, Choti Basti, Pushkar, Rajasthan 305022",Pushkar,India,Rajasthan,305022.0,Religious,1350.2,4.67,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Hindu Temple,Pushkar
4263,Veer Gurjar Ghat Pushkar,Museum,4.5,152.0,"Museum, Tourist attraction","FHP3+776 Veer Gurjar Ghat Pushkar, Ganahera, Pushkar, Rajasthan 305022",Pushkar,India,Rajasthan,305022.0,Cultural,684.0,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Museum,Pushkar
4264,Sri Panchkund Shiva Temple,Hindu temple,4.7,93.0,"Hindu temple, Tourist attraction","FHJF+V68 Sri Panchkund Shiva Temple, Panch Kund Road, Pushkar, Rajasthan 305004",Pushkar,India,Rajasthan,305004.0,Religious,437.1,4.67,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Hindu Temple,Pushkar
4265,"Govardhan Eco Restoration Park, Bera",Park,4.4,69.0,Park,"QC9H+CGC Govardhan Eco Restoration Park, Bera, Danbad, Road, Bera, Jharkhand 828106",Dhanbad,India,Jharkhand,828106.0,Nature,303.6,4.28,"Bokaro, Dhanbad, Giridih, Jamshedpur, Ranchi",Park,Dhanbad
4266,Shakti Mandir,Hindu temple,4.7,4915.0,"Hindu temple, Tourist attraction","Shakti Mandir, Shakti Mandir Rd, Dhanbad, Jharkhand 826001",Dhanbad,India,Jharkhand,826001.0,Religious,23100.5,4.63,"Bokaro, Dhanbad, Giridih, Jamshedpur, Ranchi",Hindu Temple,Dhanbad
